Building Name,Building Code,Name,Old Unit No,Unit Type,PREMISES NO,Rental Status,Property Service Type,Price,Building Segment,Unit Segment,
PORT SAEED 1,F15,F15-308,308,3BHK,,VACANT,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-308,
PORT SAEED 1,F15,F15-401,401,3BHK + M + BALCONY,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-401,
PORT SAEED 1,F15,F15-402,402,3BHK + M,,BOOKED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-402,
PORT SAEED 1,F15,F15-403,403,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-403,
PORT SAEED 1,F15,F15-404,404,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-404,
PORT SAEED 1,F15,F15-405,405,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-405,
PORT SAEED 1,F15,F15-406,406,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-406,
PORT SAEED 1,F15,F15-407,407,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-407,
PORT SAEED 1,F15,F15-408,408,3BHK,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-408,
PORT SAEED 1,F15,F15-501,501,3BHK + M + BALCONY,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-501,
PORT SAEED 1,F15,F15-502,502,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-502,
PORT SAEED 1,F15,F15-503,503,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-503,
PORT SAEED 1,F15,F15-504,504,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-504,
PORT SAEED 1,F15,F15-505,505,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-505,
PORT SAEED 1,F15,F15-506,506,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-506,
PORT SAEED 1,F15,F15-507,507,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-507,
PORT SAEED 1,F15,F15-508,508,3BHK,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-508,
PORT SAEED 1,F15,F15-601,601,3BHK + M + BALCONY,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-601,
PORT SAEED 1,F15,F15-602,602,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-602,
PORT SAEED 1,F15,F15-603,603,3BHK + M,,VACANT,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-603,
PORT SAEED 1,F15,F15-604,604,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-604,
PORT SAEED 1,F15,F15-605,605,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-605,
PORT SAEED 1,F15,F15-606,606,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-606,
PORT SAEED 1,F15,F15-607,607,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-607,
PORT SAEED 1,F15,F15-608,608,3BHK,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-608,
PORT SAEED 1,F15,F15-701,701,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-701,
PORT SAEED 1,F15,F15-702,702,3BHK + M,,BOOKED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-702,
PORT SAEED 1,F15,F15-703,703,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-703,
PORT SAEED 1,F15,F15-704,704,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-704,
PORT SAEED 1,F15,F15-705,705,3BHK + M,,BOOKED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-705,
PORT SAEED 1,F15,F15-706,706,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-706,
PORT SAEED 1,F15,F15-707,707,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-707,
PORT SAEED 1,F15,F15-708,708,3BHK,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-708,
PORT SAEED 1,F15,F15-801,801,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-801,
PORT SAEED 1,F15,F15-802,802,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-802,
PORT SAEED 1,F15,F15-803,803,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-803,
PORT SAEED 1,F15,F15-804,804,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-804,
PORT SAEED 1,F15,F15-805,805,3BHK + M,,VACANT,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-805,
PORT SAEED 1,F15,F15-806,806,3BHK,,BOOKED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-806,
PORT SAEED 1,F15,F15-807,807,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-807,
PORT SAEED 1,F15,F15-808,808,3BHK,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 1,F15-808,
PORT SAEED 1,F15,F15-901,901,4BHK + M + BALCONY (PENTHOUSE),,LEASED,Property Rental," 	160,000.00 ",PORT SAEED 1,F15-901,
PORT SAEED 1,F15,F15-902,902,4BHK + M + BALCONY (PENTHOUSE),,LEASED,Property Rental," 	160,000.00 ",PORT SAEED 1,F15-902,
PORT SAEED 2,F16,F16-101,101,2BHK + M,,LEASED,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-101,
PORT SAEED 2,F16,F16-102,102,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-102,
PORT SAEED 2,F16,F16-103,103,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-103,
PORT SAEED 2,F16,F16-104,104,2BHK + M,,LEASED,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-104,
PORT SAEED 2,F16,F16-201,201,2BHK + M,,VACANT,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-201,
PORT SAEED 2,F16,F16-202,202,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-202,
PORT SAEED 2,F16,F16-203,203,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-203,
PORT SAEED 2,F16,F16-204,204,2BHK + M,,LEASED,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-204,
PORT SAEED 2,F16,F16-301,301,2BHK + M,,LEASED,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-301,
PORT SAEED 2,F16,F16-302,302,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-302,
PORT SAEED 2,F16,F16-303,303,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-303,
PORT SAEED 2,F16,F16-304,304,2BHK + M,,LEASED,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-304,
PORT SAEED 2,F16,F16-401,401,2BHK + M,,LEASED,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-401,
PORT SAEED 2,F16,F16-402,402,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-402,
PORT SAEED 2,F16,F16-403,403,3BHK + M,,VACANT,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-403,
PORT SAEED 2,F16,F16-404,404,2BHK + M,,LEASED,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-404,
PORT SAEED 2,F16,F16-501,501,2BHK + M,,VACANT,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-501,
PORT SAEED 2,F16,F16-502,502,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-502,
PORT SAEED 2,F16,F16-503,503,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-503,
PORT SAEED 2,F16,F16-504,504,2BHK + M,,LEASED,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-504,
PORT SAEED 2,F16,F16-601,601,2BHK + M,,VACANT,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-601,
PORT SAEED 2,F16,F16-602,602,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-602,
PORT SAEED 2,F16,F16-603,603,3BHK + M,,LEASED,Property Rental," 	135,000.00 ",PORT SAEED 2,F16-603,
PORT SAEED 2,F16,F16-604,604,2BHK + M,,VACANT,Property Rental," 	95,000.00 ",PORT SAEED 2,F16-604,
PORT SAEED 2,F16,F16-MEZZ#1,MEZZ#1,MEZZANINE,,VACANT,Property Rental," 	35,000.00 ",PORT SAEED 2,F16-MEZZ#1,
PORT SAEED 2,F16,F16-MEZZ#1(2),MEZZ#1(2),MEZZANINE,,LEASED,Property Rental," 	35,000.00 ",PORT SAEED 2,F16-MEZZ#1(2),
PORT SAEED 2,F16,F16-MEZZ#1(3),MEZZ#1(3),MEZZANINE,,LEASED,Property Rental," 	35,000.00 ",PORT SAEED 2,F16-MEZZ#1(3),
PORT SAEED 2,F16,F16-MEZZ#1(4),MEZZ#1(4),MEZZANINE,,LEASED,Property Rental," 	35,000.00 ",PORT SAEED 2,F16-MEZZ#1(4),
PORT SAEED 2,F16,F16-MEZZ#2(5),MEZZ#2(5),MEZZANINE,,LEASED,Property Rental," 	35,000.00 ",PORT SAEED 2,F16-MEZZ#2(5),
PORT SAEED 2,F16,F16-MEZZ#2(6),MEZZ#2(6),MEZZANINE,,LEASED,Property Rental," 	35,000.00 ",PORT SAEED 2,F16-MEZZ#2(6),
PORT SAEED 2,F16,F16-SHP1,SHP1,SHOP,,LEASED,Property Rental," 	141,000.00 ",PORT SAEED 2,F16-SHP1,
PORT SAEED 2,F16,F16-SHRM#1,SHRM#1,SHOWROOM,,BOOKED,Property Rental," 	350,000.00 ",PORT SAEED 2,F16-SHRM#1,
OLD PORT SAEED,F17,F17-1,1,1BHK,,LEASED,Property Rental," 	35,000.00 ",OLD PORT SAEED,F17-1,
OLD PORT SAEED,F17,F17-2,2,1BHK,,LEASED,Property Rental," 	35,000.00 ",OLD PORT SAEED,F17-2,
OLD PORT SAEED,F17,F17-3,3,2BHK,,VACANT,Property Rental," 	45,000.00 ",OLD PORT SAEED,F17-3,
OLD PORT SAEED,F17,F17-4,4,2BHK,,LEASED,Property Rental," 	35,000.00 ",OLD PORT SAEED,F17-4,
OLD PORT SAEED,F17,F17-5,5,2BHK,,VACANT,Property Rental," 	35,000.00 ",OLD PORT SAEED,F17-5,
OLD PORT SAEED,F17,F17-6,6,2BHK,,LEASED,Property Rental," 	40,000.00 ",OLD PORT SAEED,F17-6,
OLD PORT SAEED,F17,F17-7,7,2BHK,,VACANT,Property Rental," 	45,000.00 ",OLD PORT SAEED,F17-7,
OLD PORT SAEED,F17,F17-8,8,2BHK,,LEASED,Property Rental," 	45,000.00 ",OLD PORT SAEED,F17-8,
OLD PORT SAEED,F17,F17-9,9,2BHK,,LEASED,Property Rental," 	45,000.00 ",OLD PORT SAEED,F17-9,
QASMIYA A BLOCK,F18,F18-1001,1001,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1001,
QASMIYA A BLOCK,F18,F18-1002,1002,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1002,
QASMIYA A BLOCK,F18,F18-1003,1003,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1003,
QASMIYA A BLOCK,F18,F18-1004,1004,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1004,
QASMIYA A BLOCK,F18,F18-1005,1005,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1005,
QASMIYA A BLOCK,F18,F18-1006,1006,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1006,
QASMIYA A BLOCK,F18,F18-1007,1007,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1007,
QASMIYA A BLOCK,F18,F18-1008,1008,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1008,
QASMIYA A BLOCK,F18,F18-101,101,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-101,
QASMIYA A BLOCK,F18,F18-102,102,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-102,
QASMIYA A BLOCK,F18,F18-103,103,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-103,
QASMIYA A BLOCK,F18,F18-104,104,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-104,
QASMIYA A BLOCK,F18,F18-105,105,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-105,
QASMIYA A BLOCK,F18,F18-106,106,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-106,
QASMIYA A BLOCK,F18,F18-107,107,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-107,
QASMIYA A BLOCK,F18,F18-108,108,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-108,
QASMIYA A BLOCK,F18,F18-1101,1101,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1101,
QASMIYA A BLOCK,F18,F18-1102,1102,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1102,
QASMIYA A BLOCK,F18,F18-1103,1103,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1103,
QASMIYA A BLOCK,F18,F18-1104,1104,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1104,
QASMIYA A BLOCK,F18,F18-1105,1105,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1105,
QASMIYA A BLOCK,F18,F18-1106,1106,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1106,
QASMIYA A BLOCK,F18,F18-1107,1107,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1107,
QASMIYA A BLOCK,F18,F18-1108,1108,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1108,
QASMIYA A BLOCK,F18,F18-1201,1201,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1201,
QASMIYA A BLOCK,F18,F18-1202,1202,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1202,
QASMIYA A BLOCK,F18,F18-1203,1203,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1203,
QASMIYA A BLOCK,F18,F18-1204,1204,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1204,
QASMIYA A BLOCK,F18,F18-1205,1205,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1205,
QASMIYA A BLOCK,F18,F18-1206,1206,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1206,
QASMIYA A BLOCK,F18,F18-1207,1207,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1207,
QASMIYA A BLOCK,F18,F18-1208,1208,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1208,
QASMIYA A BLOCK,F18,F18-1301,1301,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1301,
QASMIYA A BLOCK,F18,F18-1302,1302,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1302,
QASMIYA A BLOCK,F18,F18-1303,1303,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1303,
QASMIYA A BLOCK,F18,F18-1304,1304,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1304,
QASMIYA A BLOCK,F18,F18-1305,1305,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1305,
QASMIYA A BLOCK,F18,F18-1306,1306,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1306,
QASMIYA A BLOCK,F18,F18-1307,1307,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1307,
QASMIYA A BLOCK,F18,F18-1308,1308,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-1308,
QASMIYA A BLOCK,F18,F18-201,201,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-201,
QASMIYA A BLOCK,F18,F18-202,202,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-202,
QASMIYA A BLOCK,F18,F18-203,203,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-203,
QASMIYA A BLOCK,F18,F18-204,204,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-204,
QASMIYA A BLOCK,F18,F18-205,205,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-205,
QASMIYA A BLOCK,F18,F18-206,206,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-206,
QASMIYA A BLOCK,F18,F18-207,207,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-207,
QASMIYA A BLOCK,F18,F18-208,208,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-208,
QASMIYA A BLOCK,F18,F18-301,301,2BHK,,BOOKED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-301,
QASMIYA A BLOCK,F18,F18-302,302,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-302,
QASMIYA A BLOCK,F18,F18-303,303,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-303,
QASMIYA A BLOCK,F18,F18-304,304,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-304,
QASMIYA A BLOCK,F18,F18-305,305,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-305,
QASMIYA A BLOCK,F18,F18-306,306,2BHK,,VACANT,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-306,
QASMIYA A BLOCK,F18,F18-307,307,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-307,
QASMIYA A BLOCK,F18,F18-308,308,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-308,
QASMIYA A BLOCK,F18,F18-401,401,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-401,
QASMIYA A BLOCK,F18,F18-402,402,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-402,
QASMIYA A BLOCK,F18,F18-403,403,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-403,
QASMIYA A BLOCK,F18,F18-404,404,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-404,
QASMIYA A BLOCK,F18,F18-405,405,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-405,
QASMIYA A BLOCK,F18,F18-406,406,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-406,
QASMIYA A BLOCK,F18,F18-407,407,2BHK,,BOOKED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-407,
QASMIYA A BLOCK,F18,F18-408,408,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-408,
QASMIYA A BLOCK,F18,F18-501,501,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-501,
QASMIYA A BLOCK,F18,F18-502,502,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-502,
QASMIYA A BLOCK,F18,F18-503,503,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-503,
QASMIYA A BLOCK,F18,F18-504,504,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-504,
QASMIYA A BLOCK,F18,F18-505,505,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-505,
QASMIYA A BLOCK,F18,F18-506,506,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-506,
QASMIYA A BLOCK,F18,F18-507,507,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-507,
QASMIYA A BLOCK,F18,F18-508,508,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-508,
QASMIYA A BLOCK,F18,F18-601,601,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-601,
QASMIYA A BLOCK,F18,F18-602,602,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-602,
QASMIYA A BLOCK,F18,F18-603,603,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-603,
QASMIYA A BLOCK,F18,F18-604,604,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-604,
QASMIYA A BLOCK,F18,F18-605,605,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-605,
QASMIYA A BLOCK,F18,F18-606,606,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-606,
QASMIYA A BLOCK,F18,F18-607,607,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-607,
QASMIYA A BLOCK,F18,F18-608,608,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-608,
QASMIYA A BLOCK,F18,F18-701,701,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-701,
QASMIYA A BLOCK,F18,F18-702,702,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-702,
QASMIYA A BLOCK,F18,F18-703,703,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-703,
QASMIYA A BLOCK,F18,F18-704,704,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-704,
QASMIYA A BLOCK,F18,F18-705,705,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-705,
QASMIYA A BLOCK,F18,F18-706,706,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-706,
QASMIYA A BLOCK,F18,F18-707,707,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-707,
QASMIYA A BLOCK,F18,F18-708,708,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-708,
QASMIYA A BLOCK,F18,F18-801,801,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-801,
QASMIYA A BLOCK,F18,F18-802,802,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-802,
QASMIYA A BLOCK,F18,F18-803,803,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-803,
QASMIYA A BLOCK,F18,F18-804,804,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-804,
QASMIYA A BLOCK,F18,F18-805,805,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-805,
QASMIYA A BLOCK,F18,F18-806,806,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-806,
QASMIYA A BLOCK,F18,F18-807,807,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-807,
QASMIYA A BLOCK,F18,F18-808,808,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-808,
QASMIYA A BLOCK,F18,F18-901,901,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-901,
QASMIYA A BLOCK,F18,F18-902,902,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-902,
QASMIYA A BLOCK,F18,F18-903,903,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-903,
QASMIYA A BLOCK,F18,F18-904,904,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-904,
QASMIYA A BLOCK,F18,F18-905,905,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-905,
QASMIYA A BLOCK,F18,F18-906,906,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-906,
QASMIYA A BLOCK,F18,F18-907,907,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-907,
QASMIYA A BLOCK,F18,F18-908,908,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA A BLOCK,F18-908,
QASMIYA A BLOCK,F18,F18-SH01,SH01,SHOP,,LEASED,Property Rental," 	60,000.00 ",QASMIYA A BLOCK,F18-SH01,
QASMIYA A BLOCK,F18,F18-SH02,SH02,SHOP,,LEASED,Property Rental," 	60,000.00 ",QASMIYA A BLOCK,F18-SH02,
QASMIYA B BLOCK,F19,F19-1001,1001,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA B BLOCK,F19-1001,
QASMIYA B BLOCK,F19,F19-1002,1002,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA B BLOCK,F19-1002,
QASMIYA B BLOCK,F19,F19-1003,1003,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA B BLOCK,F19-1003,
QASMIYA B BLOCK,F19,F19-1004,1004,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA B BLOCK,F19-1004,
QASMIYA B BLOCK,F19,F19-1005,1005,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA B BLOCK,F19-1005,
QASMIYA B BLOCK,F19,F19-1006,1006,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA B BLOCK,F19-1006,
QASMIYA B BLOCK,F19,F19-1007,1007,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA B BLOCK,F19-1007,
QASMIYA B BLOCK,F19,F19-1008,1008,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA B BLOCK,F19-1008,
QASMIYA B BLOCK,F19,F19-101,101,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA B BLOCK,F19-101,
QASMIYA B BLOCK,F19,F19-102,102,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA B BLOCK,F19-102,
QASMIYA B BLOCK,F19,F19-103,103,2BHK,,LEASED,Property Rental," 	30,000.00 ",QASMIYA B BLOCK,F19-103,
