Building Name,Building Code,Name,Old Unit No,Unit Type,PREMISES NO,Rental Status,Property Service Type,Price,Building Segment,Unit Segment,
BURJ AL ARAB BUILDING,1,01-311,311,2BHK,,LEASED,Property Rental," 	34,000.00 ",BURJ AL ARAB BUILDING,01-311,
MUNA AOUF VILLA,2,02-V1,V1,6BHK,,LEASED,Property Rental," 	150,000.00 ",MUNA AOUF VILLA,02-V1,
FATMA AOUF VILLA,3,03-V1,V1,6BHK,,LEASED,Property Rental," 	150,000.00 ",FATMA AOUF VILLA,03-V1,
IBRAHIM ESSA  LOOTAH,4,04-V1,V1,6BHK,,BOOKED,Property Rental," 	16,000.00 ",01- Other Income,04-V1,
ATIQ ALKASH,5,05-SH01,SH01,SHOP,,LEASED,Property Rental," 	100,000.00 ",ATIQ ALKASH,05-SH01,
SHARJAH IND 11,7,45839,1,WAREHOUSE,,LEASED,Property Rental," 	135,000.00 ",SHARJAH IND 11,1-Jul,
SHARJAH IND 11,7,45840,2,WAREHOUSE,,LEASED,Property Rental," 	105,000.00 ",SHARJAH IND 11,2-Jul,
SHARJAH IND 11,7,45841,3,WAREHOUSE,,LEASED,Property Rental," 	200,000.00 ",SHARJAH IND 11,3-Jul,
SHARJAH IND 11,7,45842,4,WAREHOUSE,,LEASED,Property Rental," 	130,000.00 ",SHARJAH IND 11,4-Jul,
SHARJAH IND 11,7,45843,5,WAREHOUSE,,LEASED,Property Rental," 	130,000.00 ",SHARJAH IND 11,5-Jul,
SHARJAH IND 11,7,45844,6,WAREHOUSE,,LEASED,Property Rental," 	148,000.00 ",SHARJAH IND 11,6-Jul,
SHARJAH IND 11,7,45845,7,WAREHOUSE,,LEASED,Property Rental," 	150,000.00 ",SHARJAH IND 11,7-Jul,
SHARJAH IND 11,7,45846,8,WAREHOUSE,,LEASED,Property Rental," 	140,000.00 ",SHARJAH IND 11,8-Jul,
SHARJAH IND 11,7,45847,9,WAREHOUSE,,LEASED,Property Rental," 	125,000.00 ",SHARJAH IND 11,9-Jul,
SHARJAH IND 11,7,45848,10,WAREHOUSE,,LEASED,Property Rental," 	125,000.00 ",SHARJAH IND 11,10-Jul,
SHARJAH IND 11,7,45849,11,WAREHOUSE,,LEASED,Property Rental," 	140,000.00 ",SHARJAH IND 11,11-Jul,
SHARJAH IND 11,7,45850,12,WAREHOUSE,,LEASED,Property Rental," 	130,000.00 ",AL QUSAIS 2 BLDG,,
SHARJAH IND 11,7,45851,13,WAREHOUSE,,LEASED,Property Rental," 	130,000.00 ",SHARJAH IND 11,13-Jul,
SHARJAH IND 11,7,45852,14,WAREHOUSE,,LEASED,Property Rental," 	110,000.00 ",SHARJAH IND 11,14-Jul,
SHARJAH IND 11,7,45853,15,WAREHOUSE,,LEASED,Property Rental," 	110,000.00 ",SHARJAH IND 11,15-Jul,
SHARJAH IND 11,7,45854,16,WAREHOUSE,,LEASED,Property Rental," 	100,000.00 ",SHARJAH IND 11,16-Jul,
SHARJAH IND 11,7,07-OP.LAND#1,OP.LAND#1,OPEN SPACE,,LEASED,Property Rental," 	105,000.00 ",SHARJAH IND 11,07-OP.LAND#1,
SHARJAH PARKING,8,08-OP.SPACE,OP.SPACE,PARKING,,LEASED,Property Rental," 	415,000.00 ",SHARJAH PARKING,08-OP.SPACE,
AL NAHDA 3 BLDG,F11,44000F11-1007,1007,2BHK,,LEASED,Property Rental," 	47,000.00 ",,,
RASHIDIYA VILLAS,V9,75V9-30,30,2BHK,,LEASED,Property Rental," 	75,000.00 ",,,
AL QUSAIS LAND 1,AQL-1,AQL-1 Open Land,Open Land,OPEN LAND,,BOOKED,Property Rental," 	450,000.00 ",,,
AL QUSAIS LAND 2,AQL-2,AQL-2 full land,full land,OPEN LAND,,VACANT,Property Rental," 	450,000.00 ",AL QUSAIS LAND 2,AQL-2 full land,
02-OTHER INCOME,02-OTHER INCOME,CAR WASH,,PARKING,,VACANT,,,02-OTHER INCOME,CAR WASH,
AJMAN BUILDING,F1,F1-101,101,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-101,
AJMAN BUILDING,F1,F1-102,102,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-102,
AJMAN BUILDING,F1,F1-103,103,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-103,
AJMAN BUILDING,F1,F1-104,104,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-104,
AJMAN BUILDING,F1,F1-201,201,2BHK,,BOOKED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-201,
AJMAN BUILDING,F1,F1-202,202,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-202,
AJMAN BUILDING,F1,F1-203,203,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-203,
AJMAN BUILDING,F1,F1-204,204,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-204,
AJMAN BUILDING,F1,F1-301,301,1BHK,,LEASED,Property Rental," 	16,000.00 ",AJMAN BUILDING,F1-301,
AJMAN BUILDING,F1,F1-302,302,STUDIO,,LEASED,Property Rental," 	13,000.00 ",AJMAN BUILDING,F1-302,
AJMAN BUILDING,F1,F1-303,303,1BHK,,LEASED,Property Rental," 	16,000.00 ",AJMAN BUILDING,F1-303,
AJMAN BUILDING,F1,F1-304,304,STUDIO,,VACANT,Property Rental," 	13,000.00 ",AJMAN BUILDING,F1-304,
AJMAN BUILDING,F1,F1-305,305,1BHK,,LEASED,Property Rental," 	16,000.00 ",AJMAN BUILDING,F1-305,
AJMAN BUILDING,F1,F1-306,306,STUDIO,,LEASED,Property Rental," 	13,000.00 ",AJMAN BUILDING,F1-306,
AJMAN BUILDING,F1,F1-307,307,STUDIO,,LEASED,Property Rental," 	13,000.00 ",AJMAN BUILDING,F1-307,
AJMAN BUILDING,F1,F1-308,308,1BHK,,LEASED,Property Rental," 	16,000.00 ",AJMAN BUILDING,F1-308,
AJMAN BUILDING,F1,F1-401,401,1BHK,,LEASED,Property Rental," 	16,000.00 ",AJMAN BUILDING,F1-401,
AJMAN BUILDING,F1,F1-402,402,STUDIO,,VACANT,Property Rental," 	13,000.00 ",AJMAN BUILDING,F1-402,
AJMAN BUILDING,F1,F1-403,403,STUDIO,,LEASED,Property Rental," 	13,000.00 ",AJMAN BUILDING,F1-403,
AJMAN BUILDING,F1,F1-404,404,1BHK,,LEASED,Property Rental," 	16,000.00 ",AJMAN BUILDING,F1-404,
AJMAN BUILDING,F1,F1-405,405,1BHK,,VACANT,Property Rental," 	16,000.00 ",AJMAN BUILDING,F1-405,
AJMAN BUILDING,F1,F1-406,406,STUDIO,,LEASED,Property Rental," 	13,000.00 ",AJMAN BUILDING,F1-406,
AJMAN BUILDING,F1,F1-407,407,STUDIO,,LEASED,Property Rental," 	13,000.00 ",AJMAN BUILDING,F1-407,
AJMAN BUILDING,F1,F1-408,408,1BHK,,VACANT,Property Rental," 	16,000.00 ",AJMAN BUILDING,F1-408,
AJMAN BUILDING,F1,F1-501,501,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-501,
AJMAN BUILDING,F1,F1-502,502,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-502,
AJMAN BUILDING,F1,F1-503,503,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-503,
AJMAN BUILDING,F1,F1-504,504,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-504,
AJMAN BUILDING,F1,F1-601,601,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-601,
AJMAN BUILDING,F1,F1-602,602,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-602,
AJMAN BUILDING,F1,F1-603,603,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-603,
AJMAN BUILDING,F1,F1-604,604,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-604,
AJMAN BUILDING,F1,F1-G1,G1,2BHK,,VACANT,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-G1,
AJMAN BUILDING,F1,F1-G2,G2,2BHK,,VACANT,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-G2,
AJMAN BUILDING,F1,F1-G3,G3,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-G3,
AJMAN BUILDING,F1,F1-G4,G4,2BHK,,LEASED,Property Rental," 	18,000.00 ",AJMAN BUILDING,F1-G4,
AL NAHDA 1 BLDG,F10,F10-101,101,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-101,
AL NAHDA 1 BLDG,F10,F10-102,102,3BHK,,BOOKED,Property Rental," 	63,000.00 ",AL NAHDA 1 BLDG,F10-102,
AL NAHDA 1 BLDG,F10,F10-103,103,3BHK,,LEASED,Property Rental," 	63,000.00 ",AL NAHDA 1 BLDG,F10-103,
AL NAHDA 1 BLDG,F10,F10-104,104,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-104,
AL NAHDA 1 BLDG,F10,F10-105,105,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-105,
AL NAHDA 1 BLDG,F10,F10-106,106,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-106,
AL NAHDA 1 BLDG,F10,F10-107,107,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-107,
AL NAHDA 1 BLDG,F10,F10-108,108,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-108,
AL NAHDA 1 BLDG,F10,F10-109,109,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-109,
AL NAHDA 1 BLDG,F10,F10-110,110,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-110,
AL NAHDA 1 BLDG,F10,F10-111,111,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-111,
AL NAHDA 1 BLDG,F10,F10-112,112,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-112,
AL NAHDA 1 BLDG,F10,F10-113,113,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-113,
AL NAHDA 1 BLDG,F10,F10-114,114,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-114,
AL NAHDA 1 BLDG,F10,F10-201,201,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-201,
AL NAHDA 1 BLDG,F10,F10-202,202,3BHK,,LEASED,Property Rental," 	63,000.00 ",AL NAHDA 1 BLDG,F10-202,
AL NAHDA 1 BLDG,F10,F10-203,203,3BHK,,LEASED,Property Rental," 	63,000.00 ",AL NAHDA 1 BLDG,F10-203,
AL NAHDA 1 BLDG,F10,F10-204,204,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-204,
AL NAHDA 1 BLDG,F10,F10-205,205,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-205,
AL NAHDA 1 BLDG,F10,F10-206,206,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-206,
AL NAHDA 1 BLDG,F10,F10-207,207,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-207,
AL NAHDA 1 BLDG,F10,F10-208,208,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-208,
AL NAHDA 1 BLDG,F10,F10-209,209,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-209,
AL NAHDA 1 BLDG,F10,F10-210,210,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-210,
AL NAHDA 1 BLDG,F10,F10-211,211,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-211,
AL NAHDA 1 BLDG,F10,F10-212,212,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-212,
AL NAHDA 1 BLDG,F10,F10-213,213,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-213,
AL NAHDA 1 BLDG,F10,F10-214,214,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-214,
AL NAHDA 1 BLDG,F10,F10-301,301,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-301,
AL NAHDA 1 BLDG,F10,F10-302,302,3BHK,,LEASED,Property Rental," 	63,000.00 ",AL NAHDA 1 BLDG,F10-302,
AL NAHDA 1 BLDG,F10,F10-303,303,3BHK,,LEASED,Property Rental," 	63,000.00 ",AL NAHDA 1 BLDG,F10-303,
AL NAHDA 1 BLDG,F10,F10-304,304,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-304,
AL NAHDA 1 BLDG,F10,F10-305,305,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-305,
AL NAHDA 1 BLDG,F10,F10-306,306,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-306,
AL NAHDA 1 BLDG,F10,F10-307,307,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-307,
AL NAHDA 1 BLDG,F10,F10-308,308,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-308,
AL NAHDA 1 BLDG,F10,F10-309,309,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-309,
AL NAHDA 1 BLDG,F10,F10-310,310,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-310,
AL NAHDA 1 BLDG,F10,F10-311,311,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 1 BLDG,F10-311,
AL NAHDA 1 BLDG,F10,F10-312,312,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-312,
AL NAHDA 1 BLDG,F10,F10-313,313,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-313,
AL NAHDA 1 BLDG,F10,F10-314,314,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 1 BLDG,F10-314,
AL NAHDA 1 BLDG,F10,F10-G1,G1,3BHK,,LEASED,Property Rental," 	63,000.00 ",AL NAHDA 1 BLDG,F10-G1,
AL NAHDA 3 BLDG,F11,F11-1001,1001,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-1001,
AL NAHDA 3 BLDG,F11,F11-1002,1002,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-1002,
AL NAHDA 3 BLDG,F11,F11-1003,1003,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-1003,
AL NAHDA 3 BLDG,F11,F11-1004,1004,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-1004,
AL NAHDA 3 BLDG,F11,F11-1005,1005,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-1005,
AL NAHDA 3 BLDG,F11,F11-1006,1006,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-1006,
AL NAHDA 3 BLDG,F11,F11-1008,1008,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-1008,
AL NAHDA 3 BLDG,F11,F11-1009,1009,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-1009,
AL NAHDA 3 BLDG,F11,F11-101,101,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-101,
AL NAHDA 3 BLDG,F11,F11-1010,1010,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-1010,
AL NAHDA 3 BLDG,F11,F11-102,102,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-102,
AL NAHDA 3 BLDG,F11,F11-103,103,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-103,
AL NAHDA 3 BLDG,F11,F11-104,104,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-104,
AL NAHDA 3 BLDG,F11,F11-105,105,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-105,
AL NAHDA 3 BLDG,F11,F11-106,106,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-106,
AL NAHDA 3 BLDG,F11,F11-107,107,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-107,
AL NAHDA 3 BLDG,F11,F11-108,108,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-108,
AL NAHDA 3 BLDG,F11,F11-109,109,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-109,
AL NAHDA 3 BLDG,F11,F11-110,110,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-110,
AL NAHDA 3 BLDG,F11,F11-201,201,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-201,
AL NAHDA 3 BLDG,F11,F11-202,202,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-202,
AL NAHDA 3 BLDG,F11,F11-203,203,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-203,
AL NAHDA 3 BLDG,F11,F11-204,204,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-204,
AL NAHDA 3 BLDG,F11,F11-205,205,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-205,
AL NAHDA 3 BLDG,F11,F11-206,206,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-206,
AL NAHDA 3 BLDG,F11,F11-207,207,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-207,
AL NAHDA 3 BLDG,F11,F11-208,208,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-208,
AL NAHDA 3 BLDG,F11,F11-209,209,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-209,
AL NAHDA 3 BLDG,F11,F11-210,210,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-210,
AL NAHDA 3 BLDG,F11,F11-301,301,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-301,
AL NAHDA 3 BLDG,F11,F11-302,302,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-302,
AL NAHDA 3 BLDG,F11,F11-303,303,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-303,
AL NAHDA 3 BLDG,F11,F11-304,304,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-304,
AL NAHDA 3 BLDG,F11,F11-305,305,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-305,
AL NAHDA 3 BLDG,F11,F11-306,306,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-306,
AL NAHDA 3 BLDG,F11,F11-307,307,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-307,
AL NAHDA 3 BLDG,F11,F11-308,308,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-308,
AL NAHDA 3 BLDG,F11,F11-309,309,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-309,
AL NAHDA 3 BLDG,F11,F11-310,310,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-310,
AL NAHDA 3 BLDG,F11,F11-401,401,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-401,
AL NAHDA 3 BLDG,F11,F11-402,402,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-402,
AL NAHDA 3 BLDG,F11,F11-403,403,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-403,
AL NAHDA 3 BLDG,F11,F11-404,404,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-404,
AL NAHDA 3 BLDG,F11,F11-405,405,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-405,
AL NAHDA 3 BLDG,F11,F11-406,406,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-406,
AL NAHDA 3 BLDG,F11,F11-407,407,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-407,
AL NAHDA 3 BLDG,F11,F11-408,408,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-408,
AL NAHDA 3 BLDG,F11,F11-409,409,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-409,
AL NAHDA 3 BLDG,F11,F11-410,410,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-410,
AL NAHDA 3 BLDG,F11,F11-501,501,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-501,
AL NAHDA 3 BLDG,F11,F11-502,502,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-502,
AL NAHDA 3 BLDG,F11,F11-503,503,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-503,
AL NAHDA 3 BLDG,F11,F11-504,504,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-504,
AL NAHDA 3 BLDG,F11,F11-505,505,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-505,
AL NAHDA 3 BLDG,F11,F11-506,506,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-506,
AL NAHDA 3 BLDG,F11,F11-507,507,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-507,
AL NAHDA 3 BLDG,F11,F11-508,508,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-508,
AL NAHDA 3 BLDG,F11,F11-509,509,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-509,
AL NAHDA 3 BLDG,F11,F11-510,510,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-510,
AL NAHDA 3 BLDG,F11,F11-601,601,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-601,
AL NAHDA 3 BLDG,F11,F11-602,602,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-602,
AL NAHDA 3 BLDG,F11,F11-603,603,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-603,
AL NAHDA 3 BLDG,F11,F11-604,604,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-604,
AL NAHDA 3 BLDG,F11,F11-605,605,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-605,
AL NAHDA 3 BLDG,F11,F11-606,606,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-606,
AL NAHDA 3 BLDG,F11,F11-607,607,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-607,
AL NAHDA 3 BLDG,F11,F11-608,608,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-608,
AL NAHDA 3 BLDG,F11,F11-609,609,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-609,
AL NAHDA 3 BLDG,F11,F11-610,610,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-610,
AL NAHDA 3 BLDG,F11,F11-701,701,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-701,
AL NAHDA 3 BLDG,F11,F11-702,702,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-702,
AL NAHDA 3 BLDG,F11,F11-703,703,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-703,
AL NAHDA 3 BLDG,F11,F11-704,704,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-704,
AL NAHDA 3 BLDG,F11,F11-705,705,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-705,
AL NAHDA 3 BLDG,F11,F11-706,706,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-706,
AL NAHDA 3 BLDG,F11,F11-707,707,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-707,
AL NAHDA 3 BLDG,F11,F11-708,708,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-708,
AL NAHDA 3 BLDG,F11,F11-709,709,3BHK,,VACANT,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-709,
AL NAHDA 3 BLDG,F11,F11-710,710,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-710,
AL NAHDA 3 BLDG,F11,F11-801,801,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-801,
AL NAHDA 3 BLDG,F11,F11-802,802,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-802,
AL NAHDA 3 BLDG,F11,F11-803,803,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-803,
AL NAHDA 3 BLDG,F11,F11-804,804,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-804,
AL NAHDA 3 BLDG,F11,F11-805,805,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-805,
AL NAHDA 3 BLDG,F11,F11-806,806,1BHK,,LEASED,Property Rental," 	37,000.00 ",AL NAHDA 3 BLDG,F11-806,
AL NAHDA 3 BLDG,F11,F11-807,807,2BHK,,LEASED,Property Rental," 	47,000.00 ",AL NAHDA 3 BLDG,F11-807,
AL NAHDA 3 BLDG,F11,F11-808,808,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-808,
AL NAHDA 3 BLDG,F11,F11-809,809,3BHK,,LEASED,Property Rental," 	65,000.00 ",AL NAHDA 3 BLDG,F11-809,
